epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,1900.36,1.32889,2.20537,1.44965,0.595,0.45309,0.5193,0.34399,1.21302,2.02857,1.3499,0.0032734,0.0032734,0.0032734
103,1918.49,1.32632,2.16023,1.4372,0.58941,0.45691,0.51701,0.34034,1.21898,2.02812,1.34967,0.0032068,0.0032068,0.0032068
104,1936.66,1.28328,2.15719,1.44284,0.61028,0.44957,0.52244,0.34311,1.22122,2.00902,1.34931,0.0031402,0.0031402,0.0031402
105,1954.81,1.29283,2.1323,1.42601,0.59446,0.46569,0.527,0.34678,1.23952,2.01435,1.36062,0.0030736,0.0030736,0.0030736
106,1973.17,1.30473,2.14879,1.43444,0.60309,0.45959,0.52874,0.34829,1.22374,2.01333,1.35455,0.003007,0.003007,0.003007
107,1991.38,1.3214,2.16252,1.442,0.59414,0.4656,0.52568,0.34539,1.22009,2.00742,1.34623,0.0029404,0.0029404,0.0029404
108,2009.2,1.33269,2.15403,1.43553,0.57936,0.47597,0.52075,0.34155,1.22339,2.02599,1.34546,0.0028738,0.0028738,0.0028738
109,2027.39,1.28707,2.16256,1.44,0.60036,0.45954,0.52513,0.34559,1.21175,2.0005,1.34031,0.0028072,0.0028072,0.0028072
110,2045.69,1.29068,2.17911,1.44511,0.58797,0.46527,0.51852,0.34215,1.21529,2.0073,1.34432,0.0027406,0.0027406,0.0027406
111,2063.92,1.31064,2.11863,1.42642,0.60109,0.45352,0.51953,0.34129,1.22208,1.99665,1.3472,0.002674,0.002674,0.002674
112,2082.17,1.28743,2.12943,1.43382,0.58808,0.46971,0.52651,0.34558,1.2218,1.98006,1.34514,0.0026074,0.0026074,0.0026074
113,2100.99,1.29382,2.12783,1.42423,0.59288,0.459,0.51864,0.34215,1.21654,1.98795,1.33909,0.0025408,0.0025408,0.0025408
114,2120.64,1.31396,2.1371,1.44037,0.59906,0.45887,0.52699,0.34906,1.21671,1.99361,1.34144,0.0024742,0.0024742,0.0024742
115,2140.21,1.31454,2.10686,1.43331,0.58928,0.46822,0.52549,0.34487,1.22896,1.99179,1.34911,0.0024076,0.0024076,0.0024076
116,2159.66,1.29645,2.11702,1.43129,0.57882,0.47299,0.52324,0.34499,1.21047,1.99106,1.3379,0.002341,0.002341,0.002341
117,2179.79,1.3383,2.1464,1.43837,0.59169,0.47171,0.52954,0.35041,1.19784,1.95879,1.32743,0.0022744,0.0022744,0.0022744
118,2198,1.30081,2.13982,1.42476,0.60195,0.47177,0.53504,0.35391,1.20266,1.94365,1.32985,0.0022078,0.0022078,0.0022078
119,2216.05,1.29232,2.13343,1.42631,0.59209,0.46876,0.52659,0.34862,1.20683,1.96781,1.3339,0.0021412,0.0021412,0.0021412
120,2235.26,1.29203,2.07945,1.41675,0.61065,0.46414,0.53098,0.35023,1.21472,1.9724,1.34027,0.0020746,0.0020746,0.0020746
121,2254.25,1.31505,2.11607,1.42758,0.60532,0.46844,0.53214,0.35124,1.20812,1.95839,1.33443,0.002008,0.002008,0.002008
122,2273.05,1.30089,2.1157,1.4168,0.59321,0.47415,0.53492,0.35418,1.21039,1.94525,1.33701,0.0019414,0.0019414,0.0019414
123,2292.11,1.34059,2.08961,1.42351,0.60434,0.46738,0.53201,0.35406,1.20143,1.9596,1.33,0.0018748,0.0018748,0.0018748
124,2310.71,1.27579,2.01456,1.40484,0.59618,0.47657,0.53393,0.35504,1.1994,1.95558,1.33066,0.0018082,0.0018082,0.0018082
125,2328.93,1.29129,2.06623,1.41615,0.5992,0.4741,0.53319,0.35451,1.20552,1.95848,1.33487,0.0017416,0.0017416,0.0017416
126,2347.51,1.25729,2.11003,1.42422,0.5902,0.47696,0.53093,0.35182,1.20239,1.94627,1.33152,0.001675,0.001675,0.001675
127,2366.49,1.302,2.06922,1.42906,0.58872,0.47823,0.53559,0.35486,1.20708,1.95194,1.33241,0.0016084,0.0016084,0.0016084
128,2385.54,1.27339,2.07854,1.42101,0.58149,0.48509,0.53694,0.35634,1.1991,1.96269,1.32437,0.0015418,0.0015418,0.0015418
129,2404.34,1.31678,2.12172,1.43682,0.59043,0.47346,0.5296,0.3516,1.20154,1.95968,1.3267,0.0014752,0.0014752,0.0014752
130,2423.46,1.26415,2.07899,1.42002,0.60673,0.46763,0.52956,0.35307,1.19663,1.95877,1.32645,0.0014086,0.0014086,0.0014086
131,2442.55,1.26114,2.04235,1.40326,0.60185,0.47376,0.53249,0.35556,1.19658,1.94976,1.32833,0.001342,0.001342,0.001342
132,2462.31,1.30444,2.01555,1.40304,0.60018,0.47415,0.53373,0.35358,1.21177,1.96293,1.33736,0.0012754,0.0012754,0.0012754
133,2481.52,1.29611,2.0887,1.41913,0.60417,0.46971,0.53399,0.3561,1.19214,1.9484,1.32564,0.0012088,0.0012088,0.0012088
134,2501.56,1.27945,2.05079,1.41619,0.59449,0.48145,0.53148,0.35335,1.19845,1.94649,1.32806,0.0011422,0.0011422,0.0011422
135,2520.1,1.26262,2.02181,1.40426,0.59431,0.4792,0.53481,0.3544,1.20172,1.94306,1.32904,0.0010756,0.0010756,0.0010756
