epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,432.524,2.2521,5.90991,1.7616,0.32004,0.27631,0.25145,0.12149,2.26755,5.33938,1.79018,0.00986199,0.00986199,0.00986199
17,458.92,2.25852,5.85742,1.74439,0.33964,0.2797,0.2437,0.12322,2.20947,5.30362,1.71334,0.00984307,0.00984307,0.00984307
18,485.659,2.28105,5.93312,1.75692,0.3277,0.29436,0.26872,0.13547,2.22936,5.20367,1.76182,0.00982296,0.00982296,0.00982296
19,513.211,2.24236,5.73454,1.7381,0.32989,0.29798,0.2638,0.11236,2.56799,5.47558,1.97616,0.00980167,0.00980167,0.00980167
20,540.587,2.22563,5.72651,1.73124,0.31452,0.27643,0.25072,0.12927,2.16444,5.34715,1.70688,0.00977919,0.00977919,0.00977919
21,568.114,2.18232,5.82051,1.71976,0.30408,0.25403,0.23131,0.10962,2.30681,5.61369,1.80185,0.00975553,0.00975553,0.00975553
22,595.504,2.25386,5.63972,1.73164,0.30868,0.28479,0.25742,0.12432,2.28654,5.16339,1.77514,0.0097307,0.0097307,0.0097307
23,623.263,2.21124,5.6991,1.72104,0.34123,0.31647,0.29934,0.15645,2.13781,4.68985,1.67174,0.0097047,0.0097047,0.0097047
24,651.281,2.21366,5.52563,1.70824,0.34816,0.321,0.27613,0.14135,2.17654,5.1468,1.70013,0.00967754,0.00967754,0.00967754
25,677.227,2.20858,5.52917,1.71659,0.35565,0.30304,0.28852,0.14578,2.20942,4.94442,1.7356,0.00964923,0.00964923,0.00964923
26,703.506,2.26594,5.3812,1.71619,0.31634,0.22966,0.22657,0.11173,2.34235,5.70177,1.87224,0.00961978,0.00961978,0.00961978
27,729.436,2.16541,5.40371,1.68803,0.35917,0.30257,0.29427,0.15611,2.08858,4.79116,1.66269,0.00958918,0.00958918,0.00958918
28,755.571,2.16885,5.51079,1.69106,0.36959,0.33291,0.30939,0.15905,2.11794,4.79689,1.67609,0.00955746,0.00955746,0.00955746
29,782.411,2.17236,5.47281,1.68306,0.35721,0.26325,0.26665,0.12982,2.24883,5.61248,1.74996,0.00952461,0.00952461,0.00952461
30,808.486,2.19829,5.33908,1.70045,0.42233,0.34052,0.34645,0.18344,2.07644,4.58406,1.63586,0.00949065,0.00949065,0.00949065
31,834.786,2.18103,5.18045,1.66711,0.41368,0.34175,0.3302,0.18367,2.00906,4.37244,1.59608,0.00945558,0.00945558,0.00945558
32,861.478,2.11556,5.13165,1.65294,0.39162,0.33524,0.33812,0.18457,2.0386,4.60425,1.59341,0.00941941,0.00941941,0.00941941
33,889.276,2.10156,5.27633,1.66275,0.34153,0.28906,0.2432,0.129,2.06427,5.36404,1.65247,0.00938215,0.00938215,0.00938215
34,916.874,2.14118,5.21306,1.67563,0.43235,0.33911,0.35444,0.19849,1.94884,4.32016,1.55947,0.00934381,0.00934381,0.00934381
35,944.455,2.11618,5.12008,1.65518,0.4659,0.34034,0.35017,0.19755,1.99233,4.43275,1.58956,0.00930441,0.00930441,0.00930441
36,971.949,2.13879,5.09077,1.66239,0.40704,0.34857,0.33364,0.18828,1.94556,4.30222,1.57425,0.00926394,0.00926394,0.00926394
37,999.643,2.13201,5.13269,1.66286,0.43932,0.34036,0.34735,0.1953,1.95696,4.35098,1.56056,0.00922242,0.00922242,0.00922242
38,1027.5,2.09796,5.03295,1.64464,0.34682,0.26836,0.2382,0.12409,2.1053,5.81092,1.6724,0.00917986,0.00917986,0.00917986
39,1054.04,2.10411,4.95628,1.64386,0.44413,0.3555,0.36323,0.20319,1.96543,4.16286,1.56665,0.00913627,0.00913627,0.00913627
40,1080.6,2.11882,4.99558,1.64996,0.41772,0.34085,0.34613,0.18294,2.0807,4.34852,1.63162,0.00909166,0.00909166,0.00909166
41,1106.57,2.08884,4.9896,1.64129,0.43225,0.35133,0.34402,0.18559,2.03931,4.41246,1.59633,0.00904604,0.00904604,0.00904604
42,1132.85,2.09151,4.98373,1.64595,0.42852,0.35818,0.35269,0.19588,1.97809,4.1697,1.56948,0.00899942,0.00899942,0.00899942
43,1159.37,2.05682,4.9566,1.63909,0.38042,0.30066,0.28692,0.15562,2.08273,5.01173,1.65656,0.00895182,0.00895182,0.00895182
44,1185.35,2.1079,4.93107,1.64607,0.47556,0.38323,0.39033,0.22142,1.95119,4.24053,1.54355,0.00890325,0.00890325,0.00890325
45,1211.51,2.05499,4.84725,1.61697,0.43093,0.38364,0.35578,0.1965,1.9884,4.45934,1.6039,0.00885371,0.00885371,0.00885371
46,1237.71,2.07861,4.7778,1.62254,0.44364,0.33723,0.34714,0.19189,1.98199,4.31213,1.58011,0.00880323,0.00880323,0.00880323
47,1263.9,2.03324,4.81262,1.60723,0.43683,0.38264,0.3811,0.22259,1.8807,4.01308,1.52361,0.0087518,0.0087518,0.0087518
48,1290.38,2.02707,4.74057,1.61674,0.41084,0.38673,0.36031,0.19669,2.01143,4.2164,1.57772,0.00869946,0.00869946,0.00869946
49,1316.48,2.11484,4.90244,1.63681,0.51552,0.36389,0.39843,0.22907,1.92887,4.03899,1.53328,0.0086462,0.0086462,0.0086462
50,1342.84,2.01119,4.70128,1.60054,0.4748,0.38477,0.40085,0.23266,1.90164,4.02619,1.5283,0.00859204,0.00859204,0.00859204
51,1368.87,2.05422,4.72688,1.59577,0.46549,0.38832,0.40365,0.2295,1.89642,3.98928,1.50886,0.008537,0.008537,0.008537
52,1395.23,2.02078,4.63228,1.59475,0.48133,0.381,0.39729,0.23462,1.84316,3.83583,1.48951,0.00848108,0.00848108,0.00848108
53,1421.23,2.01528,4.7605,1.60396,0.5091,0.3889,0.41895,0.24014,2.0186,4.06195,1.59043,0.00842431,0.00842431,0.00842431
54,1447.77,2.05957,4.62319,1.60998,0.43515,0.37085,0.37749,0.22403,1.8412,4.11468,1.50184,0.0083667,0.0083667,0.0083667
55,1473.74,2.04366,4.71923,1.61651,0.49758,0.40262,0.43241,0.25711,1.85639,3.85288,1.48498,0.00830825,0.00830825,0.00830825
56,1499.93,2.03361,4.58635,1.60675,0.49898,0.38178,0.39859,0.2318,1.91631,3.90224,1.52147,0.00824899,0.00824899,0.00824899
57,1526.12,2.04746,4.58752,1.60199,0.47979,0.38575,0.40215,0.23443,1.90318,3.87107,1.51451,0.00818893,0.00818893,0.00818893
58,1552.05,2.01267,4.54452,1.58623,0.52087,0.39285,0.42797,0.24858,1.87676,3.7901,1.49332,0.00812809,0.00812809,0.00812809
59,1578.34,2.00742,4.49488,1.58139,0.44154,0.36918,0.35924,0.20898,1.86451,4.30786,1.49415,0.00806647,0.00806647,0.00806647
60,1604.47,1.96348,4.57837,1.58312,0.50783,0.40306,0.44289,0.26091,1.895,3.76713,1.50052,0.0080041,0.0080041,0.0080041
61,1631.98,2.02901,4.52993,1.5951,0.51187,0.37673,0.4229,0.24556,1.95469,3.98852,1.51658,0.00794099,0.00794099,0.00794099
62,1658.15,1.97814,4.46186,1.57639,0.48678,0.39458,0.41098,0.24199,1.87866,3.82128,1.49077,0.00787715,0.00787715,0.00787715
63,1684.14,1.99999,4.4549,1.581,0.5395,0.40396,0.4672,0.28319,1.86484,3.6661,1.48409,0.00781261,0.00781261,0.00781261
64,1710.45,1.97767,4.41945,1.55648,0.53359,0.4227,0.46462,0.28179,1.84122,3.58359,1.47611,0.00774737,0.00774737,0.00774737
65,1736.44,1.98793,4.3591,1.56536,0.50933,0.40634,0.44219,0.26951,1.82222,3.71907,1.4648,0.00768145,0.00768145,0.00768145
66,1762.47,1.97987,4.45996,1.58627,0.53519,0.40699,0.44449,0.26808,1.80132,3.5272,1.45084,0.00761488,0.00761488,0.00761488
67,1788.46,1.95833,4.41826,1.56257,0.53273,0.39492,0.42895,0.25703,1.8185,3.69886,1.45916,0.00754766,0.00754766,0.00754766
68,1814.52,1.97336,4.42077,1.57666,0.51397,0.42235,0.43962,0.26292,1.87046,3.75588,1.48002,0.00747982,0.00747982,0.00747982
69,1841.01,1.94533,4.42205,1.56768,0.52981,0.41028,0.43802,0.25755,1.89279,3.64015,1.49629,0.00741136,0.00741136,0.00741136
70,1867.52,1.94284,4.30923,1.55241,0.52203,0.42784,0.45674,0.27038,1.85694,3.62427,1.48341,0.00734231,0.00734231,0.00734231
71,1893.58,1.97239,4.30145,1.56374,0.54218,0.41539,0.45433,0.27671,1.81177,3.51504,1.4589,0.00727268,0.00727268,0.00727268
72,1919.76,2.00022,4.33232,1.56234,0.51631,0.40354,0.42793,0.25699,1.83389,3.73336,1.46098,0.0072025,0.0072025,0.0072025
73,1946.08,1.94325,4.22699,1.55206,0.50405,0.43653,0.45837,0.2719,1.86499,3.67773,1.46899,0.00713177,0.00713177,0.00713177
74,1972.44,1.95283,4.3348,1.56292,0.5356,0.43191,0.48704,0.2899,1.85457,3.50708,1.4635,0.00706051,0.00706051,0.00706051
75,1998.8,1.91953,4.27114,1.55366,0.50873,0.44268,0.45765,0.27932,1.76782,3.52582,1.44101,0.00698875,0.00698875,0.00698875
76,2025.07,1.97844,4.11026,1.53699,0.52061,0.41187,0.45681,0.28051,1.74764,3.46838,1.41744,0.0069165,0.0069165,0.0069165
77,2051.22,1.9183,4.19831,1.54086,0.54997,0.41751,0.47678,0.28989,1.82239,3.52774,1.45293,0.00684378,0.00684378,0.00684378
78,2077.73,1.92264,4.21914,1.53827,0.5448,0.40364,0.45512,0.28473,1.74485,3.51931,1.4145,0.00677061,0.00677061,0.00677061
79,2103.86,1.9342,4.1708,1.54977,0.57305,0.41494,0.48589,0.29676,1.80412,3.40189,1.4443,0.006697,0.006697,0.006697
80,2131.09,1.91982,4.0977,1.53276,0.57201,0.40648,0.48267,0.29283,1.83874,3.48647,1.46398,0.00662297,0.00662297,0.00662297
81,2157.38,1.90879,4.10669,1.53238,0.54097,0.42086,0.45748,0.27936,1.76569,3.53738,1.42829,0.00654854,0.00654854,0.00654854
82,2183.5,1.93419,4.25403,1.55253,0.55895,0.42552,0.48602,0.30172,1.7815,3.43516,1.42958,0.00647373,0.00647373,0.00647373
83,2209.55,1.93035,4.12619,1.53062,0.55483,0.40815,0.46135,0.28706,1.75595,3.50206,1.43113,0.00639856,0.00639856,0.00639856
84,2235.61,1.9477,4.17171,1.55435,0.55231,0.41194,0.46737,0.28978,1.77855,3.48791,1.44314,0.00632305,0.00632305,0.00632305
85,2262.35,1.8865,4.24288,1.53758,0.54698,0.41805,0.47565,0.30291,1.72895,3.37328,1.39591,0.00624721,0.00624721,0.00624721
86,2289.63,1.91948,4.06829,1.53942,0.55466,0.39897,0.45958,0.28512,1.77352,3.45814,1.43331,0.00617106,0.00617106,0.00617106
87,2317.41,1.90147,4.01229,1.52391,0.56644,0.42697,0.49072,0.30204,1.78299,3.39718,1.43022,0.00609463,0.00609463,0.00609463
88,2344.84,1.89103,4.00127,1.52811,0.55811,0.4284,0.48822,0.30378,1.75144,3.4218,1.41549,0.00601792,0.00601792,0.00601792
89,2372.21,1.93747,4.08052,1.54644,0.55768,0.42376,0.48354,0.29898,1.78695,3.34463,1.43176,0.00594097,0.00594097,0.00594097
90,2399.61,1.87877,4.04568,1.51286,0.54234,0.42459,0.46671,0.28358,1.77891,3.4849,1.41948,0.00586379,0.00586379,0.00586379
91,2426.47,1.86951,3.9248,1.51589,0.5806,0.4311,0.49503,0.31166,1.73042,3.33062,1.39843,0.00578639,0.00578639,0.00578639
92,2452.63,1.89608,4.03266,1.52005,0.56762,0.44066,0.49917,0.31063,1.76049,3.28474,1.41992,0.0057088,0.0057088,0.0057088
93,2478.96,1.95702,4.11372,1.54595,0.57079,0.42595,0.48972,0.30469,1.75472,3.2728,1.41515,0.00563104,0.00563104,0.00563104
94,2504.73,1.88095,4.05568,1.52615,0.57213,0.42759,0.48765,0.30072,1.80277,3.30799,1.4296,0.00555312,0.00555312,0.00555312
95,2531.48,1.87568,3.9393,1.52657,0.55995,0.43166,0.49152,0.31314,1.72778,3.29251,1.39326,0.00547507,0.00547507,0.00547507
96,2559.41,1.87303,3.99377,1.53356,0.57198,0.44455,0.50464,0.3246,1.67501,3.21175,1.37251,0.0053969,0.0053969,0.0053969
97,2586.88,1.88656,3.9135,1.50459,0.55411,0.44367,0.49294,0.31774,1.69805,3.19572,1.38596,0.00531864,0.00531864,0.00531864
98,2614.06,1.90277,3.87218,1.508,0.58521,0.44015,0.51496,0.3234,1.73775,3.17304,1.38885,0.0052403,0.0052403,0.0052403
99,2641.55,1.81452,3.85714,1.50481,0.58442,0.4366,0.50603,0.3228,1.69817,3.16774,1.37185,0.0051619,0.0051619,0.0051619
100,2668.79,1.86923,3.86014,1.49986,0.57952,0.45173,0.5185,0.33185,1.68179,3.11755,1.36778,0.00508346,0.00508346,0.00508346
101,2695,1.91695,3.892,1.52599,0.58552,0.4393,0.50898,0.3227,1.71935,3.19919,1.38195,0.005005,0.005005,0.005005
102,2721.11,1.92714,3.78845,1.50821,0.59232,0.42951,0.50213,0.32067,1.70268,3.24468,1.3746,0.00492654,0.00492654,0.00492654
103,2747.18,1.84718,3.86319,1.49506,0.57422,0.43986,0.50306,0.32033,1.68922,3.17119,1.36827,0.0048481,0.0048481,0.0048481
104,2773.13,1.87142,3.9017,1.50103,0.56094,0.4423,0.50037,0.31874,1.7152,3.17597,1.38676,0.0047697,0.0047697,0.0047697
105,2799.33,1.84338,3.88149,1.48733,0.59779,0.4301,0.51058,0.3265,1.69189,3.15351,1.37803,0.00469136,0.00469136,0.00469136
106,2825.42,1.86708,3.83597,1.50627,0.57369,0.45302,0.51687,0.32853,1.70108,3.10964,1.37867,0.0046131,0.0046131,0.0046131
107,2851.49,1.86911,3.78799,1.48511,0.58119,0.44528,0.50583,0.32516,1.68935,3.12158,1.37236,0.00453493,0.00453493,0.00453493
108,2877.19,1.87401,3.83409,1.50218,0.58034,0.45183,0.51861,0.33046,1.69052,3.08109,1.37306,0.00445688,0.00445688,0.00445688
109,2903.34,1.86768,3.78919,1.49628,0.59034,0.44886,0.51951,0.33564,1.67091,3.0849,1.36264,0.00437896,0.00437896,0.00437896
110,2929.33,1.79646,3.75996,1.47883,0.57483,0.4492,0.51523,0.33105,1.68001,3.16219,1.36981,0.0043012,0.0043012,0.0043012
111,2955.45,1.85003,3.6769,1.48212,0.58896,0.44546,0.51544,0.33013,1.68298,3.11871,1.36542,0.00422361,0.00422361,0.00422361
112,2981.55,1.87459,3.75391,1.49889,0.59795,0.44802,0.51152,0.32354,1.67923,3.08988,1.36356,0.00414621,0.00414621,0.00414621
113,3007.58,1.84479,3.6545,1.46031,0.55576,0.47787,0.52725,0.33681,1.69534,3.08838,1.36803,0.00406903,0.00406903,0.00406903
114,3034.29,1.85386,3.65889,1.48624,0.5749,0.47029,0.52976,0.33903,1.68799,3.08209,1.36666,0.00399208,0.00399208,0.00399208
115,3060.5,1.85786,3.71748,1.49679,0.57784,0.45684,0.51965,0.33568,1.68142,3.11629,1.36285,0.00391537,0.00391537,0.00391537
116,3086.37,1.81687,3.5918,1.47057,0.59345,0.45014,0.52645,0.33728,1.70006,3.05139,1.36688,0.00383894,0.00383894,0.00383894
117,3112.25,1.85077,3.67056,1.48092,0.58774,0.44318,0.51886,0.3355,1.67616,3.08511,1.36178,0.00376279,0.00376279,0.00376279
118,3138.2,1.83296,3.62937,1.47654,0.59305,0.44277,0.51986,0.33605,1.65761,3.07493,1.35538,0.00368695,0.00368695,0.00368695
119,3164.28,1.79643,3.63212,1.46214,0.57686,0.4578,0.51869,0.3348,1.67058,3.07809,1.35618,0.00361144,0.00361144,0.00361144
120,3190.66,1.78797,3.62958,1.4573,0.5691,0.47152,0.52258,0.33652,1.67264,3.07402,1.35782,0.00353627,0.00353627,0.00353627
121,3216.63,1.80617,3.60775,1.46849,0.60497,0.45678,0.52976,0.34132,1.67437,3.01419,1.35344,0.00346146,0.00346146,0.00346146
122,3242.88,1.84495,3.65599,1.47716,0.58483,0.46156,0.524,0.33804,1.65398,3.03916,1.34749,0.00338703,0.00338703,0.00338703
123,3269.13,1.79718,3.64309,1.45904,0.58702,0.46559,0.53304,0.34557,1.65259,3.00687,1.34605,0.003313,0.003313,0.003313
124,3295.3,1.8611,3.57805,1.47257,0.59437,0.44908,0.52044,0.33924,1.64791,3.03563,1.34515,0.00323939,0.00323939,0.00323939
125,3321.2,1.86265,3.67538,1.48465,0.58368,0.4591,0.52737,0.33789,1.67335,3.05222,1.35641,0.00316622,0.00316622,0.00316622
126,3347.69,1.78322,3.55534,1.4579,0.605,0.44937,0.52936,0.34149,1.67311,3.01445,1.35561,0.0030935,0.0030935,0.0030935
127,3375.12,1.83445,3.5835,1.46677,0.60185,0.44678,0.51957,0.33801,1.6645,3.04211,1.34964,0.00302125,0.00302125,0.00302125
128,3400.95,1.7792,3.55235,1.46494,0.59785,0.45164,0.52599,0.34121,1.65665,2.99822,1.34559,0.00294949,0.00294949,0.00294949
129,3427.09,1.85588,3.5926,1.46717,0.56679,0.47531,0.5257,0.34156,1.66689,3.01318,1.35398,0.00287823,0.00287823,0.00287823
130,3453.25,1.78876,3.54154,1.44914,0.57732,0.47287,0.5283,0.34011,1.68541,3.01904,1.36222,0.0028075,0.0028075,0.0028075
131,3479.11,1.8262,3.5647,1.47136,0.58044,0.45971,0.52558,0.3455,1.62809,2.98449,1.33332,0.00273732,0.00273732,0.00273732
132,3505.23,1.79294,3.58457,1.46247,0.59091,0.45501,0.52485,0.34147,1.66674,3.03512,1.35386,0.00266769,0.00266769,0.00266769
133,3531.22,1.83725,3.52484,1.45999,0.59756,0.45971,0.52985,0.3462,1.6459,2.96689,1.34629,0.00259864,0.00259864,0.00259864
134,3557.43,1.78072,3.51683,1.45893,0.56923,0.47404,0.52587,0.34412,1.64763,2.96731,1.34366,0.00253018,0.00253018,0.00253018
135,3583.66,1.82249,3.49392,1.46182,0.60488,0.45197,0.5274,0.34279,1.65521,2.96481,1.34343,0.00246234,0.00246234,0.00246234
136,3609.58,1.77781,3.45984,1.44596,0.60158,0.45923,0.53285,0.34518,1.65617,2.96151,1.34266,0.00239512,0.00239512,0.00239512
137,3635.63,1.80538,3.40903,1.44532,0.59182,0.46958,0.5381,0.34917,1.64784,2.9509,1.33866,0.00232855,0.00232855,0.00232855
138,3661.82,1.79252,3.53974,1.46639,0.58974,0.47127,0.5389,0.35044,1.65693,2.9463,1.34382,0.00226263,0.00226263,0.00226263
139,3687.99,1.73936,3.48179,1.46551,0.57811,0.47313,0.53302,0.34721,1.64472,2.95811,1.33656,0.00219739,0.00219739,0.00219739
140,3713.87,1.74864,3.38675,1.43647,0.57762,0.47429,0.53369,0.34842,1.63563,2.93577,1.32966,0.00213285,0.00213285,0.00213285
141,3740.05,1.75513,3.43878,1.44123,0.59208,0.47644,0.5349,0.34806,1.65161,2.94879,1.33787,0.00206901,0.00206901,0.00206901
142,3765.9,1.79281,3.4593,1.44836,0.58667,0.47277,0.5375,0.34958,1.63821,2.92714,1.33427,0.0020059,0.0020059,0.0020059
143,3791.71,1.79465,3.42686,1.44787,0.59243,0.47416,0.53222,0.3471,1.62584,2.94698,1.32674,0.00194353,0.00194353,0.00194353
144,3817.66,1.80509,3.39304,1.43945,0.59333,0.46976,0.53336,0.34839,1.61697,2.94076,1.32067,0.00188191,0.00188191,0.00188191
145,3845.33,1.78866,3.50786,1.45618,0.58647,0.47236,0.53202,0.34711,1.63394,2.96137,1.32779,0.00182107,0.00182107,0.00182107
146,3873.22,1.80054,3.45902,1.45265,0.59042,0.47907,0.53336,0.3473,1.64467,2.9538,1.33236,0.00176101,0.00176101,0.00176101
147,3900.48,1.82652,3.4311,1.45707,0.58512,0.47705,0.53653,0.35023,1.62846,2.9267,1.32585,0.00170175,0.00170175,0.00170175
148,3927.7,1.81483,3.3591,1.44907,0.5989,0.46943,0.53682,0.3492,1.63718,2.90917,1.32781,0.0016433,0.0016433,0.0016433
149,3954.9,1.83365,3.46927,1.45817,0.59931,0.47609,0.53921,0.35177,1.62392,2.88656,1.32237,0.00158569,0.00158569,0.00158569
150,3982.59,1.79392,3.43067,1.45503,0.59231,0.48222,0.53997,0.3519,1.63665,2.90806,1.32838,0.00152892,0.00152892,0.00152892
151,4009.83,1.8218,3.32898,1.4338,0.58729,0.4691,0.5377,0.3511,1.63338,2.91038,1.32737,0.001473,0.001473,0.001473
152,4036.03,1.79118,3.40095,1.45351,0.60937,0.4534,0.53242,0.34845,1.62493,2.9116,1.32309,0.00141796,0.00141796,0.00141796
153,4062.01,1.7793,3.39441,1.46224,0.59612,0.46721,0.53688,0.35277,1.60837,2.90424,1.3161,0.0013638,0.0013638,0.0013638
154,4088.3,1.71086,3.37239,1.43514,0.6022,0.45884,0.53498,0.35297,1.61357,2.91412,1.31872,0.00131054,0.00131054,0.00131054
155,4114.25,1.70043,3.31043,1.41722,0.60998,0.46633,0.53951,0.3557,1.60538,2.89972,1.31425,0.0012582,0.0012582,0.0012582
156,4140.49,1.73141,3.26613,1.43577,0.60768,0.46452,0.53962,0.35605,1.61124,2.89818,1.3163,0.00120677,0.00120677,0.00120677
157,4166.78,1.73756,3.36104,1.4295,0.60803,0.46227,0.54153,0.35749,1.60832,2.88964,1.31803,0.00115629,0.00115629,0.00115629
158,4193.17,1.81176,3.34231,1.44846,0.59693,0.47489,0.54312,0.35755,1.6126,2.88643,1.32025,0.00110675,0.00110675,0.00110675
159,4220.19,1.75368,3.22251,1.41825,0.60794,0.46438,0.54097,0.35597,1.61845,2.89208,1.32118,0.00105818,0.00105818,0.00105818
160,4247.49,1.76121,3.30211,1.44665,0.62832,0.45191,0.53788,0.35465,1.61836,2.90221,1.31967,0.00101058,0.00101058,0.00101058
161,4274.65,1.74399,3.25154,1.42435,0.61662,0.46307,0.53706,0.35351,1.61468,2.90337,1.31709,0.00096396,0.00096396,0.00096396
162,4302.04,1.69617,3.21878,1.40823,0.60433,0.47189,0.53845,0.353,1.61898,2.90239,1.31803,0.000918342,0.000918342,0.000918342
163,4329.27,1.72897,3.32267,1.42787,0.61626,0.46523,0.53855,0.35406,1.6124,2.90256,1.31547,0.000873733,0.000873733,0.000873733
164,4357.06,1.72846,3.35607,1.43686,0.6118,0.46976,0.54081,0.3562,1.61087,2.88979,1.31305,0.000830142,0.000830142,0.000830142
165,4384.53,1.77978,3.30474,1.42571,0.6023,0.47867,0.54414,0.35863,1.61042,2.87618,1.31408,0.000787582,0.000787582,0.000787582
166,4410.69,1.78593,3.26714,1.4365,0.58726,0.48782,0.54161,0.35706,1.61022,2.88051,1.31435,0.000746062,0.000746062,0.000746062
167,4436.55,1.74673,3.23651,1.41971,0.58863,0.48727,0.54084,0.35644,1.61158,2.87875,1.31358,0.000705594,0.000705594,0.000705594
168,4462.33,1.78657,3.33256,1.45146,0.60148,0.47985,0.54298,0.3573,1.60357,2.87266,1.3099,0.000666186,0.000666186,0.000666186
169,4488.63,1.71472,3.23094,1.42177,0.60029,0.48033,0.5433,0.35781,1.60111,2.87872,1.30955,0.000627848,0.000627848,0.000627848
170,4515.06,1.76733,3.30111,1.44148,0.59492,0.48144,0.54215,0.35682,1.59865,2.87553,1.30842,0.000590591,0.000590591,0.000590591
171,4541.04,1.73662,3.28786,1.41917,0.60042,0.47968,0.54185,0.35685,1.59596,2.87755,1.30686,0.000554422,0.000554422,0.000554422
172,4567.02,1.78618,3.28558,1.43673,0.60783,0.47533,0.54185,0.35762,1.59579,2.87728,1.3072,0.000519352,0.000519352,0.000519352
173,4593.19,1.78634,3.25002,1.43532,0.60316,0.47952,0.54233,0.35831,1.59664,2.87144,1.30915,0.000485389,0.000485389,0.000485389
174,4619.23,1.73409,3.26172,1.43135,0.60871,0.47652,0.5418,0.35832,1.5956,2.86869,1.30895,0.000452541,0.000452541,0.000452541
175,4645.08,1.70389,3.18799,1.41107,0.6016,0.47172,0.54123,0.35839,1.59425,2.86968,1.30761,0.000420816,0.000420816,0.000420816
176,4671.24,1.65892,3.15768,1.40168,0.60294,0.47341,0.54238,0.3581,1.59422,2.86343,1.30847,0.000390222,0.000390222,0.000390222
177,4697.46,1.72484,3.26298,1.42155,0.60194,0.48205,0.54229,0.35846,1.59275,2.85999,1.30819,0.000360766,0.000360766,0.000360766
178,4723.79,1.75547,3.24551,1.42946,0.60643,0.47102,0.54312,0.35863,1.59261,2.85772,1.30755,0.000332457,0.000332457,0.000332457
179,4750.03,1.72367,3.2086,1.41877,0.59537,0.48611,0.54258,0.35839,1.59161,2.85788,1.30687,0.000305301,0.000305301,0.000305301
180,4776.16,1.69399,3.18646,1.40742,0.59677,0.48421,0.54321,0.35865,1.58905,2.85998,1.30488,0.000279304,0.000279304,0.000279304
181,4802.38,1.71985,3.17536,1.41771,0.5972,0.48413,0.54375,0.35916,1.58895,2.85977,1.30465,0.000254473,0.000254473,0.000254473
182,4829.17,1.67059,3.11923,1.39874,0.59397,0.48633,0.54307,0.3588,1.59133,2.86145,1.30601,0.000230814,0.000230814,0.000230814
183,4855.5,1.71248,3.21489,1.42129,0.59443,0.48465,0.54348,0.3586,1.59126,2.85861,1.30628,0.000208333,0.000208333,0.000208333
184,4881.45,1.74668,3.19306,1.41862,0.59462,0.48546,0.54385,0.35863,1.59162,2.85567,1.30679,0.000187036,0.000187036,0.000187036
