epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,3319.01,1.36381,2.25381,1.45294,0.59636,0.45874,0.52824,0.35385,1.19621,1.96429,1.32599,0.0018748,0.0018748,0.0018748
124,3345.96,1.29786,2.15391,1.42224,0.59709,0.45289,0.52228,0.34579,1.21047,1.98511,1.33174,0.0018082,0.0018082,0.0018082
125,3373.79,1.31124,2.21336,1.43742,0.5978,0.45281,0.52677,0.34996,1.20762,1.96065,1.32938,0.0017416,0.0017416,0.0017416
126,3401.21,1.26497,2.23399,1.43657,0.62396,0.44405,0.52952,0.35239,1.19878,1.94935,1.32367,0.001675,0.001675,0.001675
127,3427.52,1.31307,2.18638,1.44816,0.60291,0.45113,0.52465,0.34867,1.20285,1.97188,1.32808,0.0016084,0.0016084,0.0016084
128,3454.32,1.28919,2.20904,1.44434,0.59272,0.46303,0.52484,0.35044,1.18879,1.98197,1.31802,0.0015418,0.0015418,0.0015418
129,3481.79,1.33372,2.24296,1.45982,0.60358,0.46179,0.52532,0.3503,1.19292,1.95792,1.322,0.0014752,0.0014752,0.0014752
130,3509.41,1.27452,2.18712,1.43391,0.6136,0.45641,0.52659,0.3503,1.19465,1.95064,1.32245,0.0014086,0.0014086,0.0014086
131,3536.05,1.28213,2.15447,1.42493,0.61202,0.45778,0.5257,0.35108,1.18618,1.95772,1.31623,0.001342,0.001342,0.001342
132,3563.55,1.32649,2.14066,1.42765,0.60439,0.45958,0.526,0.35252,1.19127,1.96647,1.32167,0.0012754,0.0012754,0.0012754
133,3590.89,1.30971,2.19094,1.43767,0.59237,0.47086,0.52297,0.34989,1.19664,1.97484,1.32577,0.0012088,0.0012088,0.0012088
134,3617.06,1.29801,2.15979,1.43552,0.60561,0.46263,0.52553,0.35151,1.19405,1.95084,1.32372,0.0011422,0.0011422,0.0011422
135,3644.34,1.27281,2.12229,1.41996,0.59871,0.46847,0.52789,0.35304,1.19421,1.96243,1.32133,0.0010756,0.0010756,0.0010756
136,3672.13,1.28158,2.14493,1.42412,0.59437,0.46866,0.5275,0.3524,1.19746,1.95802,1.32368,0.001009,0.001009,0.001009
137,3699.92,1.27835,2.14127,1.4217,0.60723,0.46195,0.52705,0.35275,1.18726,1.95331,1.31513,0.0009424,0.0009424,0.0009424
138,3727.05,1.28306,2.13304,1.4252,0.58752,0.47229,0.52761,0.35501,1.18342,1.95177,1.31092,0.0008758,0.0008758,0.0008758
139,3754.39,1.25261,2.08475,1.41009,0.60529,0.46085,0.52495,0.35259,1.18348,1.96743,1.31231,0.0008092,0.0008092,0.0008092
140,3781.25,1.25469,2.0887,1.40676,0.60206,0.4607,0.52731,0.35449,1.17604,1.95926,1.30766,0.0007426,0.0007426,0.0007426
141,3808.65,1.21325,1.94131,1.44658,0.58969,0.47013,0.52797,0.35738,1.16661,1.94782,1.30662,0.000676,0.000676,0.000676
142,3835.18,1.18355,1.8455,1.42674,0.6015,0.46096,0.52279,0.35245,1.17549,1.96529,1.31642,0.0006094,0.0006094,0.0006094
143,3861.44,1.17281,1.88294,1.43745,0.59353,0.46657,0.52394,0.3531,1.17908,1.96446,1.31938,0.0005428,0.0005428,0.0005428
144,3887.58,1.20118,1.88807,1.4634,0.59495,0.46701,0.52398,0.35273,1.18118,1.96681,1.31922,0.0004762,0.0004762,0.0004762
145,3913.62,1.18301,1.88026,1.43175,0.58975,0.47397,0.52419,0.35356,1.1746,1.96193,1.31487,0.0004096,0.0004096,0.0004096
146,3939.96,1.20256,1.87352,1.43007,0.59825,0.46308,0.5236,0.35319,1.1726,1.96161,1.3116,0.000343,0.000343,0.000343
147,3966.07,1.20541,1.86849,1.44426,0.59681,0.4606,0.52305,0.35323,1.16945,1.96111,1.30891,0.0002764,0.0002764,0.0002764
148,3992.46,1.20019,1.81356,1.42691,0.59978,0.45852,0.52257,0.35358,1.16832,1.96209,1.30736,0.0002098,0.0002098,0.0002098
149,4018.74,1.24062,1.90608,1.44935,0.60818,0.45621,0.52484,0.35407,1.16856,1.9579,1.30587,0.0001432,0.0001432,0.0001432
150,4045.05,1.1946,1.8647,1.44463,0.60249,0.46009,0.52462,0.35486,1.16556,1.95731,1.30397,7.66e-05,7.66e-05,7.66e-05
